="",="lmrt",="",="",=""
="",="n_classes",="Entropy",="LMRT",="p-value"
="r1",="1",="0",="1",="1"
="r2",="2",=".9371717",="2700.979",="0"
="r3",="3",=".6914275",="440.2422",="6.32e-70"
="r4",="4",=".6169146",="-261.3572",="."
="r5",="5",=".5901304",="299.4977",="6.93e-39"
="r6",="6",=".5313681",="118.2587",="."
="r7",="7",=".4392421",="-373.8866",="."
="r8",="8",=".4688039",="238.7129",="2.82e-37"
="r9",="9",=".4285839",="-1165.289",="."
="r10",="10",=".61952",="-97.69176",="1"
